Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Amazon_testsuite002,Chrome 121.0.0.0,,,07-02-2024 23:35:21,07-02-2024 23:35:52,31.128s,PASSED
,,,,,,,
Test Cases/Amazon_testcase_002,Chrome 121.0.0.0,,,07-02-2024 23:35:22,07-02-2024 23:35:52,30.595s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 121.0.0.0,,,07-02-2024 23:35:22,07-02-2024 23:35:27,4.468s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,07-02-2024 23:35:27,07-02-2024 23:35:28,1.466s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Chrome 121.0.0.0,,,07-02-2024 23:35:28,07-02-2024 23:35:30,1.505s,PASSED
"click(findTestObject(""Object Repository/Amazontestcase002_OR/Page_Online Shopping site in India Shop Onl_10c5f3/span_Hello, sign in""))",Chrome 121.0.0.0,,,07-02-2024 23:35:30,07-02-2024 23:35:32,1.777s,PASSED
"setText(findTestObject(""Amazon_button002/Page_Amazon Sign In/input_Email or mobile phone number_email""), Email)",Chrome 121.0.0.0,,,07-02-2024 23:35:32,07-02-2024 23:35:34,2.278s,PASSED
"click(findTestObject(""Object Repository/Amazontestcase002_OR/Page_Amazon Sign In/input_Enter your email or mobile phone numb_fc7402""))",Chrome 121.0.0.0,,,07-02-2024 23:35:34,07-02-2024 23:35:36,1.725s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Amazontestcase002_OR/Page_Amazon Sign In/input_Forgot Password_password""), ""0KgSb6dmQkDO+DyTs7S1JA=="")",Chrome 121.0.0.0,,,07-02-2024 23:35:36,07-02-2024 23:35:37,1.326s,PASSED
"click(findTestObject(""Object Repository/Amazontestcase002_OR/Page_Amazon Sign In/input_Enter your password_signInSubmit""))",Chrome 121.0.0.0,,,07-02-2024 23:35:37,07-02-2024 23:35:38,0.762s,PASSED
"selectOptionByValue(findTestObject(""Amazon_button002/Page_Online Shopping site in India Shop Online for Mobiles, Books, Watches, Shoes and More - Amazon.in/select_All Categories""), ""search-alias=appliances"", true)",Chrome 121.0.0.0,,,07-02-2024 23:35:38,07-02-2024 23:35:46,8.095s,PASSED
"setText(findTestObject(""Object Repository/Amazontestcase002_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_field-keywords""), Input)",Chrome 121.0.0.0,,,07-02-2024 23:35:46,07-02-2024 23:35:47,0.831s,PASSED
"click(findTestObject(""Object Repository/Amazontestcase002_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_nav-search-submit-button""))",Chrome 121.0.0.0,,,07-02-2024 23:35:47,07-02-2024 23:35:52,5.214s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,07-02-2024 23:35:52,07-02-2024 23:35:52,0.530s,PASSED
Start listener action : sampleAfterTestCase,Chrome 121.0.0.0,,,07-02-2024 23:35:52,07-02-2024 23:35:52,0.013s,PASSED
