Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Amazon_testsuite003,Chrome 121.0.0.0,,,08-02-2024 13:59:55,08-02-2024 14:00:26,30.792s,PASSED
,,,,,,,
Test Cases/Amazon_testcase_003,Chrome 121.0.0.0,,,08-02-2024 13:59:56,08-02-2024 14:00:26,30.244s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 121.0.0.0,,,08-02-2024 13:59:56,08-02-2024 14:00:01,4.897s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 121.0.0.0,,,08-02-2024 14:00:01,08-02-2024 14:00:04,3.449s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,08-02-2024 14:00:04,08-02-2024 14:00:06,1.709s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Chrome 121.0.0.0,,,08-02-2024 14:00:06,08-02-2024 14:00:07,1.303s,PASSED
"click(findTestObject(""Object Repository/Amazontestcase003_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_Hello, sign in  Account  Lists""))",Chrome 121.0.0.0,,,08-02-2024 14:00:07,08-02-2024 14:00:09,1.864s,PASSED
"setText(findTestObject(""Object Repository/Amazontestcase003_OR/Page_Amazon Sign In/input_Email or mobile phone number_email""), ""gopi9162816@gmail.com"")",Chrome 121.0.0.0,,,08-02-2024 14:00:09,08-02-2024 14:00:12,2.355s,PASSED
"click(findTestObject(""Object Repository/Amazontestcase003_OR/Page_Amazon Sign In/input_Enter your email or mobile phone numb_fc7402""))",Chrome 121.0.0.0,,,08-02-2024 14:00:12,08-02-2024 14:00:13,1.621s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Amazontestcase003_OR/Page_Amazon Sign In/input_Forgot Password_password""), ""0KgSb6dmQkDO+DyTs7S1JA=="")",Chrome 121.0.0.0,,,08-02-2024 14:00:13,08-02-2024 14:00:15,1.258s,PASSED
"click(findTestObject(""Object Repository/Amazontestcase003_OR/Page_Amazon Sign In/input_Enter your password_signInSubmit""))",Chrome 121.0.0.0,,,08-02-2024 14:00:15,08-02-2024 14:00:15,0.687s,PASSED
"click(findTestObject(""Amazon_button003/Page_Online Shopping site in India Shop Online for Mobiles, Books, Watches, Shoes and More - Amazon.in/span_Secunderabad 500009""))",Chrome 121.0.0.0,,,08-02-2024 14:00:15,08-02-2024 14:00:22,6.714s,PASSED
"setText(findTestObject(""Object Repository/Amazontestcase003_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_or enter an Indian pincode_GLUXZipUpd_df256c""), ""500009"")",Chrome 121.0.0.0,,,08-02-2024 14:00:22,08-02-2024 14:00:24,1.903s,PASSED
"click(findTestObject(""Object Repository/Amazontestcase003_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_or enter an Indian pincode_a-button-input""))",Chrome 121.0.0.0,,,08-02-2024 14:00:24,08-02-2024 14:00:25,1.467s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,08-02-2024 14:00:25,08-02-2024 14:00:26,0.543s,PASSED
Start listener action : sampleAfterTestCase,Chrome 121.0.0.0,,,08-02-2024 14:00:26,08-02-2024 14:00:26,0.017s,PASSED
Start listener action : sampleAfterTestCase,Chrome 121.0.0.0,,,08-02-2024 14:00:26,08-02-2024 14:00:26,0.010s,PASSED
