Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Amazon_testsuite005,Chrome 121.0.0.0,,,08-02-2024 15:50:08,08-02-2024 15:50:52,44.178s,PASSED
,,,,,,,
Test Cases/Amazon_testcase_005,Chrome 121.0.0.0,,,08-02-2024 15:50:09,08-02-2024 15:50:52,43.492s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 121.0.0.0,,,08-02-2024 15:50:09,08-02-2024 15:50:13,4.290s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 121.0.0.0,,,08-02-2024 15:50:13,08-02-2024 15:50:16,3.178s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 121.0.0.0,,,08-02-2024 15:50:16,08-02-2024 15:50:20,3.359s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 121.0.0.0,,,08-02-2024 15:50:20,08-02-2024 15:50:22,2.694s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 121.0.0.0,,,08-02-2024 15:50:22,08-02-2024 15:50:25,2.518s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,08-02-2024 15:50:25,08-02-2024 15:50:27,1.605s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Chrome 121.0.0.0,,,08-02-2024 15:50:27,08-02-2024 15:50:28,1.701s,PASSED
"click(findTestObject(""Object Repository/Amazontestcase005_OR/Page_Online Shopping site in India Shop Onl_10c5f3/span_Hello, sign in""))",Chrome 121.0.0.0,,,08-02-2024 15:50:28,08-02-2024 15:50:30,1.880s,PASSED
"setText(findTestObject(""Amazon_button005/Page_Amazon Sign In/input_Email or mobile phone number_email""), Email)",Chrome 121.0.0.0,,,08-02-2024 15:50:30,08-02-2024 15:50:32,1.950s,PASSED
"click(findTestObject(""Object Repository/Amazontestcase005_OR/Page_Amazon Sign In/input_Enter your email or mobile phone numb_fc7402""))",Chrome 121.0.0.0,,,08-02-2024 15:50:32,08-02-2024 15:50:34,1.397s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Amazontestcase005_OR/Page_Amazon Sign In/input_Forgot Password_password""), ""0KgSb6dmQkDO+DyTs7S1JA=="")",Chrome 121.0.0.0,,,08-02-2024 15:50:34,08-02-2024 15:50:35,1.122s,PASSED
"click(findTestObject(""Object Repository/Amazontestcase005_OR/Page_Amazon Sign In/input_Enter your password_signInSubmit""))",Chrome 121.0.0.0,,,08-02-2024 15:50:35,08-02-2024 15:50:35,0.488s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Amazontestcase005_OR/Page_Online Shopping site in India Shop Onl_10c5f3/select_All Categories        Alexa Skills  _a62561""), ""search-alias=appliances"", true)",Chrome 121.0.0.0,,,08-02-2024 15:50:35,08-02-2024 15:50:44,8.736s,PASSED
"setText(findTestObject(""Object Repository/Amazontestcase005_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_field-keywords""), Input)",Chrome 121.0.0.0,,,08-02-2024 15:50:44,08-02-2024 15:50:45,1.045s,PASSED
"click(findTestObject(""Object Repository/Amazontestcase005_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_nav-search-submit-button""))",Chrome 121.0.0.0,,,08-02-2024 15:50:45,08-02-2024 15:50:50,4.901s,PASSED
"click(findTestObject(""Object Repository/Amazontestcase005_OR/Page_Amazon.in  one plus 12/span_OnePlus 12 (Silky Black, 12 GB RAM, 256GB)""))",Chrome 121.0.0.0,,,08-02-2024 15:50:50,08-02-2024 15:50:51,1.199s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,08-02-2024 15:50:51,08-02-2024 15:50:52,0.833s,PASSED
Start listener action : sampleAfterTestCase,Chrome 121.0.0.0,,,08-02-2024 15:50:52,08-02-2024 15:50:52,0.010s,PASSED
Start listener action : sampleAfterTestCase,Chrome 121.0.0.0,,,08-02-2024 15:50:52,08-02-2024 15:50:52,0.010s,PASSED
Start listener action : sampleAfterTestCase,Chrome 121.0.0.0,,,08-02-2024 15:50:52,08-02-2024 15:50:52,0.010s,PASSED
Start listener action : sampleAfterTestCase,Chrome 121.0.0.0,,,08-02-2024 15:50:52,08-02-2024 15:50:52,0.011s,PASSED
Start listener action : sampleAfterTestCase,Chrome 121.0.0.0,,,08-02-2024 15:50:52,08-02-2024 15:50:52,0.009s,PASSED
