Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Amazon_testsuite002,Chrome 121.0.0.0,,,07-02-2024 23:30:54,07-02-2024 23:31:26,32.368s,PASSED
,,,,,,,
Test Cases/Amazon_testcase_002,Chrome 121.0.0.0,,,07-02-2024 23:30:54,07-02-2024 23:31:26,31.853s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 121.0.0.0,,,07-02-2024 23:30:55,07-02-2024 23:30:59,4.011s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,07-02-2024 23:30:59,07-02-2024 23:31:01,1.554s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Chrome 121.0.0.0,,,07-02-2024 23:31:01,07-02-2024 23:31:02,1.521s,PASSED
"click(findTestObject(""Object Repository/Amazontestcase002_OR/Page_Online Shopping site in India Shop Onl_10c5f3/span_Hello, sign in""))",Chrome 121.0.0.0,,,07-02-2024 23:31:02,07-02-2024 23:31:04,2.036s,PASSED
"setText(findTestObject(""Amazon_button002/Page_Amazon Sign In/input_Email or mobile phone number_email""), Email)",Chrome 121.0.0.0,,,07-02-2024 23:31:04,07-02-2024 23:31:06,2.095s,PASSED
"click(findTestObject(""Object Repository/Amazontestcase002_OR/Page_Amazon Sign In/input_Enter your email or mobile phone numb_fc7402""))",Chrome 121.0.0.0,,,07-02-2024 23:31:06,07-02-2024 23:31:08,1.437s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Amazontestcase002_OR/Page_Amazon Sign In/input_Forgot Password_password""), ""0KgSb6dmQkDO+DyTs7S1JA=="")",Chrome 121.0.0.0,,,07-02-2024 23:31:08,07-02-2024 23:31:09,1.133s,PASSED
"click(findTestObject(""Object Repository/Amazontestcase002_OR/Page_Amazon Sign In/input_Enter your password_signInSubmit""))",Chrome 121.0.0.0,,,07-02-2024 23:31:09,07-02-2024 23:31:09,0.540s,PASSED
"selectOptionByValue(findTestObject(""Amazon_button002/Page_Online Shopping site in India Shop Online for Mobiles, Books, Watches, Shoes and More - Amazon.in/select_All Categories""), ""search-alias=appliances"", true)",Chrome 121.0.0.0,,,07-02-2024 23:31:09,07-02-2024 23:31:19,9.313s,PASSED
"setText(findTestObject(""Object Repository/Amazontestcase002_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_field-keywords""), Input)",Chrome 121.0.0.0,,,07-02-2024 23:31:19,07-02-2024 23:31:20,1.566s,PASSED
"click(findTestObject(""Object Repository/Amazontestcase002_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_nav-search-submit-button""))",Chrome 121.0.0.0,,,07-02-2024 23:31:20,07-02-2024 23:31:26,5.600s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,07-02-2024 23:31:26,07-02-2024 23:31:26,0.460s,PASSED
Start listener action : sampleAfterTestCase,Chrome 121.0.0.0,,,07-02-2024 23:31:26,07-02-2024 23:31:26,0.010s,PASSED
